,title,author,rating,votes_count,students_count,level,duration,platform,free
2800,Machine Learning with TensorFlow on Google Cloud em Português Brasileiro,Google Cloud,4.7,86.0,1800,Intermediate,96.0,Coursera,False
2801,Microsoft Azure Machine Learning for Data Scientists,Microsoft,,,,Intermediate,,Coursera,False
2802,Advanced Linear Models for Data Science : Least Squares,Johns Hopkins University,4.4,157.0,25000,Advanced,,Coursera,False
2803,Optimizing Machine Learning Performance,Alberta Machine Intelligence Institute,4.6,38.0,5400,Mixed,12.0,Coursera,False
2804,Image Classification with CNNs using Keras,Coursera Project Network,4.4,538.0,12000,Intermediate,,Coursera,False
2805,Machine Learning Basics to Advanced,Vishal Kumar,4.5,1.0,9,Mixed,7.5,Udemy,False
2806,파이썬 기반 판다스(Pandas)를 활용 한 데이터 분석,Softcampus Academy,0.0,0.0,1,Beginner,9.0,Udemy,False
2807,Les notions fondamentales de Python pour la data science,Sage Kataliko,0.0,0.0,568,Mixed,18.5,Udemy,False
2808,Análisis de Sentimientos en Redes Sociales con Python,Giovanni Bonaventura,4.0,61.0,315,Mixed,7.5,Udemy,False
2809,R : ¡Data Science y Análisis de Datos con Ejercicios Reales!,Diego Lopez,4.7,262.0,1085,Mixed,11.0,Udemy,False
2810,Azure Fundamentals machine Learning and AI beginners,Fabrice Chrzanowski,0.0,0.0,11,Beginner,4.0,Udemy,False
2811,Data Visualization With Matplotlib .x and Python,Dr. Gary White,4.4,6.0,49,Mixed,4.0,Udemy,False
2812,Python for Data Science: Master NumPy & Pandas on Real Data,Rune Thomsen,4.9,20.0,151,Beginner,6.5,Udemy,False
2813,Recommendation Engine Bootcamp with Capstone Projects,Data Is Good Academy,4.3,76.0,11232,Mixed,4.5,Udemy,False
2814,Big Data Analytics in Telecommunication,RankOne Consulting,4.1,102.0,427,Mixed,1.0,Udemy,False
2815,Automated Multiple Face Recognition AI Using Python,Nishit Maru,3.2,220.0,19673,Mixed,2.0,Udemy,False
2816,Multi-model Powered Machine Learning,,,,,Intermediate,0.4,Pluralsight,False
2817,Excel PivotTables Part : PivotTables,Chris Dutton,3.7,203,3177,Intermediate,3.0508333333333333,Skillshare,True
2818,Python Programming for Absolute Beginners,Ankit Mistry,4.0,5,133,Beginner,3.118333333333333,Skillshare,True
2819,"Beginning T-SQL for SQL Server Developer, Data Analyst & DBA",Vikas Munjal,4.0,6,70,Beginner,7.283333333333333,Skillshare,True
2820,Power Query M Language programming secrets to take you to the next level.,Muhammad Asif,2.0,0,56,Mixed,2.005,Skillshare,True
2821,Natural Language Processing : Zero to Hero,Aditya Shankarnarayan,0.0,0,43,Beginner,0.3055555555555556,Skillshare,True
2822,Edition - Spark Scala Structured Streaming,Engineering Tech,3.0,3,16,Intermediate,0.7805555555555556,Skillshare,True
2823,Analytics for Decision Making,University of Minnesota,4.8,38.0,2800,Beginner,64.0,Coursera,False
2824,Python: Istruzioni per l’uso,Università di Napoli Federico II,4.1,12.0,,Beginner,,Coursera,False
2825,Information Visualization: Applied Perception,New York University,4.8,101.0,3700,Beginner,,Coursera,False
2826,Interpretable Machine Learning Applications: Part,Coursera Project Network,4.2,6.0,,Beginner,,Coursera,False
2827,English/French Translator: Long Short Term Memory Networks,Coursera Project Network,4.7,46.0,2700,Beginner,,Coursera,False
2828,Data Science: Wrangling,HarvardX,,,78695,Beginner,32.0,edX,True
2829,Data Science and Machine Learning Capstone Project,IBM,,,26576,Intermediate,24.0,edX,True
2830,データ分析シリーズ① AI数学-文系でも理解できる!高校から始めるデータ分析、AIのための数学-,Trainocate Lecturers,4.6,8.0,96,Beginner,3.5,Udemy,False
2831,Машинное обучение на Python. Метод линейной регрессии,"Группа преподавателей Центра ""Специалист"" при МГТУ им. Баумана",3.7,15.0,86,Intermediate,1.5,Udemy,False
2832,Visão computacional com Python e OpenCV,Felipe Meganha,4.4,160.0,723,Beginner,9.0,Udemy,False
2833,"Machine Learning ""no-code"": Aprenda de Forma Simples!",Fernando Amaral,4.6,172.0,1340,Mixed,4.5,Udemy,False
2834,Data Science Interview Preparation Guide,Dr. Gary White,4.1,5.0,69,Mixed,4.0,Udemy,False
2835,Deep Learning For Computer Vision,Yonah Odhiambo,3.9,14.0,88,Intermediate,6.0,Udemy,False
2836,Amazon Sagemaker Ultimate Course,Learn Tech Plus,3.8,29.0,18373,Mixed,1.5,Udemy,False
2837,"Python Programming: Machine Learning, Deep Learning | Python",Oak Academy,4.6,69.0,10036,Mixed,11.0,Udemy,False
2838,Mastering FinTech and Machine Learning!,Mammoth Interactive,4.8,90.0,1120,Mixed,110.0,Udemy,False
2839,Complete Linear Regression Analysis in Python,Start-Tech Academy,4.5,1106.0,129871,Mixed,7.5,Udemy,False
2840,Network Analysis in Python: Getting Started,Artur Krochin,5.0,16.0,,Beginner,2.0,Pluralsight,False
2841,A Practical Guide to TIBCO Spotfire for Data Science & Business Analytics,Jeff Lo,3.7,8,91,Beginner,2.3602777777777777,Skillshare,True
2842,Pandas and Python For Data Analysis and Data Science QuickStart Tutorials,Henry Palma,3.5,4,72,Beginner,4.9127777777777775,Skillshare,True
2843,Computer Networks from Scratch,Mohammad Adly,3.0,5,156,Beginner,3.4819444444444443,Skillshare,True
2844,Deep Convolutional Neural Networks A-Z,Denis Volkhonskiy,4.0,2,113,Intermediate,1.9122222222222223,Skillshare,True
2845,Database Management System(DBMS) and Commands of SQL/Qracle with real life example.,Manik Soni,0.0,0,70,Mixed,3.6830555555555557,Skillshare,True
2846,Fundamental Data Analysis and Visualization Tools in Python,James Thomson,4.0,6,62,Mixed,1.0902777777777777,Skillshare,True
2847,Microsoft Excel - Amateur to All Star,Syed Kaleel Awn Mohamed Ismail,2.0,0,27,Advanced,1.8455555555555556,Skillshare,True
2848,A Python project with coding framework and unit testing for beginners,Engineering Tech,0.0,0,17,Beginner,1.8016666666666667,Skillshare,True
2849,مبادئ تحليل البيانات في إكسل | Data Analysis Basics in Excel,Mustafa Othman,3.5,5,21,Beginner,1.42,Skillshare,True
2850,Introduction to Data Analytics,IBM,4.8,3891.0,110000,Beginner,11.0,Coursera,False
2851,Process Data from Dirty to Clean,Google,4.8,2938.0,88000,Beginner,,Coursera,False
2852,Applied Text Mining in Python,University of Michigan,4.2,3569.0,120000,Intermediate,,Coursera,False
2853,Building Data Visualization Tools,Johns Hopkins University,3.9,151.0,11000,Intermediate,,Coursera,False
2854,Data Analytics and Visualization Capstone Project,IBM,,,,Beginner,24.0,edX,True
2855,Data Visualization for All,TrinityX,,,,Beginner,24.0,edX,True
2856,Fundamentals of AI and Big Data,Chen Yuan Chang,4.3,2.0,10,Beginner,1.0,Udemy,False
2857,Introdução prática à Análise de Sentimentos em Python,Ebony Rodrigues,4.6,13.0,58,Beginner,1.0,Udemy,False
2858,Mineração e Análise de Dados do LinkedIn,Jones Granatyr,4.8,34.0,392,Mixed,7.5,Udemy,False
2859,Curso Completo Machine Learning con Python,Ivan Pinar Domínguez,4.2,103.0,404,Mixed,2.5,Udemy,False
2860,Inteligência Artificial aplicada para Empresas e Negócios,Jones Granatyr,4.7,127.0,1509,Intermediate,11.0,Udemy,False
2861,Deep Learning e Inteligencia artificial con Keras/Tensorflow,David Fuentes Jiménez,4.8,305.0,1526,Mixed,16.5,Udemy,False
2862,Essential Machine Learning Interview Questions and Concepts,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)",0.0,0.0,0,Intermediate,1.5,Udemy,False
2863,Python Machine Learning in Days,Packt Publishing,2.6,2.0,20,Advanced,2.5,Udemy,False
2864,A Comprehensive Course on GIS Development (Part The Tools),Shoaib Shahzad Obaidi,4.5,6.0,35,Beginner,21.0,Udemy,False
2865,Machine Learning Made Easy : Beginner to Expert using Python,Statinfer Solutions,4.5,36.0,205,Mixed,12.5,Udemy,False
2866,Data Visualization in Python Masterclass™: Beginners to Pro,Laxmi Kant,4.4,671.0,25697,Mixed,22.0,Udemy,False
2867,"SQL For Audit, Revenue Assurance and Data Science",Samuel Kolawole,0.0,0,32,Mixed,3.508611111111111,Skillshare,True
2868,Effective data visualization for non-designers and other mere mortals,Jorge Camoes,4.0,3,91,Beginner,1.0122222222222221,Skillshare,True
2869,PostgreSQL Basics,Micah ,0.0,0,19,Beginner,0.6311111111111111,Skillshare,True
2870,Emacs Course - Linux,Frank A,2.0,0,61,Beginner,0.5072222222222222,Skillshare,True
2871,Machine Learning Modeling Pipelines in Production,DeepLearning.AI,4.6,111.0,7200,Advanced,,Coursera,False
2872,Google Cloud Big Data and Machine Learning Fundamentals 日本語版,Google Cloud,4.5,162.0,4100,Intermediate,13.0,Coursera,False
2873,Машинное обучение и большие данные,National Research Nuclear University MEPhI,,,,Beginner,27.0,Coursera,False
2874,AI Workflow: Data Analysis and Hypothesis Testing,IBM,4.2,91.0,2800,Advanced,,Coursera,False
2875,Machine Learning for Data Analysis,Wesleyan University,4.2,306.0,42000,Mixed,10.0,Coursera,False
2876,Imbalanced-learn: modelos de ML con datos desequilibrados,Coursera Project Network,,,,Beginner,,Coursera,False
2877,Nettoyer vos données avec Python,Coursera Project Network,,,,Beginner,,Coursera,False
2878,Python para Finanças: Análise de Dados e Machine Learning,Jones Granatyr,4.5,337.0,2645,Mixed,20.5,Udemy,False
2879,YOLO and TF .,Nandakishor M,3.9,15.0,121,Intermediate,1.5,Udemy,False
2880,Data Science & ML for Python-Python & Data Science Made Easy,Steven Martin,3.6,32.0,3468,Beginner,11.0,Udemy,False
2881,Tensorflow with Python,Exam Turf,3.8,38.0,14075,Mixed,1.5,Udemy,False
2882,Machine Learning in R & Predictive Models |Theory & Practice,Kate Alison,4.5,56.0,10973,Mixed,7.5,Udemy,False
2883,Learn Basic Data science and Python Libraries,Akbar Khan,3.7,113.0,36011,Beginner,2.5,Udemy,False
2884,Learn Streamlit Python,Jesse E. Agbe,4.6,139.0,1007,Mixed,27.0,Udemy,False
2885,Data Science & Machine Learning Bootcamp: Class of - Numpy and Pandas for Data Analysis,"Dr. Junaid Qazi, PhD",4.0,6,163,Mixed,5.141388888888889,Skillshare,True
2886,R Programming A-Z™: R For Data Science With Real Exercises!,Kirill Eremenko,3.8,50,497,Beginner,10.309444444444445,Skillshare,True
2887,C++ from Beginner to Expert,Arkadiusz Włodarczyk,3.2,104,9699,Beginner,14.890277777777778,Skillshare,True
2888,TensorFlow for Deep Learning,Imperial College London,4.9,469.0,27000,Intermediate,112.0,Coursera,False
2889,Applied Data Science Capstone,IBM,4.7,5669.0,86000,Intermediate,10.0,Coursera,False
2890,Data Science Fundamentals for Data Analysts,Databricks,4.1,15.0,3000,Intermediate,,Coursera,False
2891,Classification of using Chext X-ray Images in Keras,Coursera Project Network,4.5,22.0,,Intermediate,,Coursera,False
2892,"Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,4.7,168.0,6900,Intermediate,,Coursera,False
2893,ML y Big Data con PySpark para la retención de clientes,Coursera Project Network,,,,Advanced,,Coursera,False
2894,Desarrollar una aplicación web de ML con PyCaret y Streamlit,Coursera Project Network,,,,Intermediate,,Coursera,False
2895,Machine Learning with Python: from Linear Models to Deep Learning,MITx,,,144286,Advanced,60.0,edX,True
2896,Building stakeholder value,UniversityofCambridge,,,,Intermediate,20.0,edX,True
2897,Machine Learning Projects for Beginners: Work on Projects,Vijay Gadhave,4.3,30.0,362,Mixed,9.5,Udemy,False
2898,Введение в машинное обучение,Центр digital-профессий ITtensive,2.8,2.0,17,Beginner,3.5,Udemy,False
2899,Deep Learning & künstliche Intelligenz in der Medizin fastai,Bernhard Mayr,4.3,3.0,31,Intermediate,3.0,Udemy,False
2900,Maîtriser Python pour la Data Science (IA),Gaël MENOU,4.3,3.0,48,Mixed,7.0,Udemy,False
2901,【】データサイエンティストを目指すあなたへ〜〜,365 Careers,4.4,3417.0,21723,Mixed,26.5,Udemy,False
2902,GSPR (General Safety and Performance Requirements) for SaMD,ETMP Quality Consultancy Solution LTD,0.0,0.0,3,Mixed,4.0,Udemy,False
2903,Python and Pandas Data Science and Visualization,"Ashwin Pajankar • 75,000+ Students Worldwide",4.0,2.0,30,Beginner,18.0,Udemy,False
2904,Deep Learning for NLP - Part,Manish Gupta,4.4,2.0,22,Intermediate,2.5,Udemy,False
2905,Python Data Visualization using Seaborn – Intermediate,Exam Turf,3.9,15.0,11129,Intermediate,1.0,Udemy,False
2906,Hands-on Data Visualization With Python,Jordan Sauchuk,4.8,24.0,268,Mixed,4.5,Udemy,False
2907,TensorFlow - Hands-on Machine Learning with TensorFlow,The Click Reader,3.7,30.0,925,Mixed,1.0,Udemy,False
2908,Testing Statistical Hypotheses in Data science with Python,Luc Zio,4.3,37.0,224,Intermediate,4.0,Udemy,False
2909,Machine Learning with Jupyter Notebooks in Amazon AWS,Qasim Shah,3.9,77.0,13008,Beginner,5.5,Udemy,False
2910,Python for Machine Learning and Data Mining,CARLOS QUIROS,4.2,97.0,885,Mixed,12.5,Udemy,False
2911,' Web scraping : Python Beautiful Soup Web scraping Bootcamp,Shepherd Mahupa,3.8,275.0,26465,Beginner,1.5,Udemy,False
2912,"Build Your own Self Driving Car | Deep Learning, OpenCV, C++",Rajandeep Singh,4.4,536.0,3426,Mixed,5.5,Udemy,False
2913,Scraping Dynamic Web Pages with Python and Selenium,Pratheerth Padman,4.0,59.0,,Advanced,1.1,Pluralsight,False
2914,Building Image Classification Solutions Using Keras and Transfer Learning,Pratheerth Padman,4.5,25.0,,Intermediate,1.4,Pluralsight,False
2915,Make a Web Browser with Python PyQT,Maarten Lok,3.5,3,48,Beginner,0.5088888888888888,Skillshare,True
2916,QGIS Cartography,Scott Lussier,0.0,0,23,Mixed,4.585,Skillshare,True
2917,Class (Objective Domain . to .) : - Exam - Techniques for MOS Core Excel Certification,David Murphy,4.0,3,7,Mixed,0.5061111111111111,Skillshare,True
2918,Design and Build a Data Warehouse for Business Intelligence Implementation,University of Colorado System,4.6,255.0,8200,Mixed,13.0,Coursera,False
2919,Linear Regression with NumPy and Python,Coursera Project Network,4.4,838.0,16000,Intermediate,,Coursera,False
2920,Predictive Analytics using Machine Learning,EdinburghX,,,,Advanced,24.0,edX,True
2921,RShiny for Everyone,DavidsonX,,,,Beginner,16.0,edX,True
2922,La Herramienta del Marco Lógico,UNCordobaX,,,,Intermediate,20.0,edX,True
2923,Statistics for Business - II,IIMBx,,,,Intermediate,28.0,edX,True
2924,From to : Spark for Data Science with Python,Loony Corn,4.2,494.0,6715,Mixed,8.5,Udemy,False
2925,Machine Learning con R desde Básico hasta Avanzado,Edward Cruz (Economía con Manzanitas),4.5,52.0,894,Mixed,15.0,Udemy,False
2926,Programação R A-Z™: R Para Data Science Com Exercícios Reais,Thiago Guimarães Brito,4.6,98.0,448,Mixed,8.5,Udemy,False
2927,Data Visualization With Tableau,Spotle Learn,0.0,0.0,0,Mixed,1.5,Udemy,False
2928,Machine Learning Essentials for Starters,Ashina Sadiq,0.0,0.0,1,Mixed,1.5,Udemy,False
2929,Artificial Intelligence and Algorithms in Journalism,Blaise Aboh,3.0,1.0,2,Mixed,1.0,Udemy,False
2930,Deep Learning with TensorFlow and Google Cloud AI: -in-,Packt Publishing,4.1,8.0,119,Beginner,8.0,Udemy,False
2931,Learning Path: Data Science With Apache Spark,Packt Publishing,3.6,10.0,163,Beginner,9.0,Udemy,False
2932,Machine Learning and Data Science Using Python,Digital Disruption Pte. Ltd.,4.7,14.0,5124,Beginner,2.0,Udemy,False
2933,Data Science – The Complete Guide (incl. Python & R),"Thinkahead Academy, LLC.",3.1,16.0,151,Mixed,9.0,Udemy,False
2934,"Data Science : Plotly, NumPy, Matplotlib, and Pandas","Ashwin Pajankar • 75,000+ Students Worldwide",3.8,56.0,5523,Intermediate,14.0,Udemy,False
2935,Deep Learning with TensorFlow,Packt Publishing,4.0,237.0,2040,Beginner,2.0,Udemy,False
2936,Artificial Neural Networks (ANN) with Keras in Python and R,Start-Tech Academy,4.6,683.0,134447,Mixed,11.0,Udemy,False
2937,Build Your First Data Visualization with Matplotlib,,,,,Beginner,1.1,Pluralsight,False
2938,Basic Fundamentals of Electricity and DC Circuit Analysis,Graham Van Brunt,3.2,13,820,Beginner,4.614444444444445,Skillshare,True
2939,Python : Learn intermediate Python programming,Kalob Taulien,3.7,10,139,Intermediate,2.3755555555555556,Skillshare,True
2940,Electrical Power Transformers (Single Phase & Three Phase),Graham Van Brunt,0.0,0,114,Intermediate,5.61,Skillshare,True
2941,Blue Prism Bootcamp,Andrew Seeley,3.3,7,48,Mixed,4.201388888888889,Skillshare,True
2942,Python Complete Foundation Course in Khmer (),Phok Chanrithisak,0.0,0,4,Mixed,0.1275,Skillshare,True
2943,Fundamentos de Excel para Negocios,Universidad Austral,4.8,4168.0,260000,Beginner,,Coursera,False
2944,Structured Query Language (SQL) using SAS,SAS,4.9,122.0,6800,Mixed,24.0,Coursera,False
2945,Математическая статистика и А/В тестирование,HSE University,,,1800,Intermediate,,Coursera,False
2946,Clustering Geolocation Data Intelligently in Python,Coursera Project Network,4.5,392.0,10000,Intermediate,,Coursera,False
2947,Image Classification with Amazon Sagemaker,Coursera Project Network,4.6,90.0,4800,Advanced,,Coursera,False
2948,Data Visualization in R with,Johns Hopkins University,4.9,57.0,2900,Intermediate,,Coursera,False
2949,Build a Machine Learning Image Classifier with Python,Coursera Project Network,,,,Intermediate,,Coursera,False
2950,Data Science on Google Cloud,Google Cloud,,,,Advanced,12.0,Coursera,False
2951,Minería de Datos: Segmentación de Mercados,AnahuacX,,,,Beginner,20.0,edX,True
2952,Logistic Regression in R Studio,Start-Tech Academy,4.6,236.0,70239,Mixed,6.5,Udemy,False
2953,Progressive Deep Learning with Keras in Practice,Packt Publishing,4.6,5.0,111,Intermediate,9.5,Udemy,False
2954,Microsoft Azure: Azure SQL Database,Vancho Dimitrov,3.0,1.0,8,Beginner,1.0,Udemy,False
2955,Coaching Course: to : Spark for Data Science with Python,DioPACT .,5.0,1.0,22,Mixed,0.5,Udemy,False
2956,Statistics for Beginner,Ankit Sharma,4.1,12.0,1574,Beginner,2.0,Udemy,False
2957,Data Science Projects with Python,Packt Publishing,4.6,17.0,115,Beginner,6.5,Udemy,False
2958,Jetson Nano Boot Camp,Yılmaz Alaca,5.0,19.0,124,Mixed,6.0,Udemy,False
2959,Artificial Intelligence in Arabicالذكاء الصناعي مبتدئ لمحترف,"Dr. Ryan Ahmed, Ph.D., MBA",4.2,114.0,992,Mixed,10.0,Udemy,False
