,title,author,rating,votes_count,students_count,level,duration,platform,free
3578,Learn Python Programming - Easy Intro,Frank A,0.0,0,21,Beginner,0.49916666666666665,Skillshare,True
3579,Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,4.7,1301.0,34000,Intermediate,,Coursera,False
3580,Network Analytics for Business,HSE University,5.0,7.0,1700,Beginner,56.0,Coursera,False
3581,Guided Tour of Machine Learning in Finance,New York University,3.8,611.0,27000,Intermediate,,Coursera,False
3582,Creating Dashboards and Storytelling with Tableau,"University of California, Davis",4.6,850.0,37000,Beginner,,Coursera,False
3583,Azure Data Lake Storage and Data Streaming Solution,Microsoft,,,,Intermediate,,Coursera,False
3584,Machine Learning en Python y MATLAB: mapas auto-organizados,Jon Ander Martín,3.3,32.0,4771,Mixed,3.5,Udemy,False
3585,机器学习项目课：从基础到搭建项目,BitTiger 来自硅谷的终身学习平台,4.0,58.0,410,Intermediate,14.0,Udemy,False
3586,La Inteligencia Artificial - Simplificado,Fernando Pérez,4.4,200.0,733,Beginner,2.0,Udemy,False
3587,Machine Learning Projects with Python,Ashina Sadiq,0.0,0.0,4,Mixed,2.5,Udemy,False
3588,Practical Project on Data Science Implementation with Python,Uplatz Training,2.8,3.0,10,Mixed,4.0,Udemy,False
3589,Convert Scanned Documents to Text. JPG to Excel,Boiko Artem,3.7,4.0,26,Beginner,1.5,Udemy,False
3590,Data Science: NLP and Sentimental Analysis in R,Sachin Kafle,3.5,4.0,4981,Mixed,11.0,Udemy,False
3591,"MACHINE LEARNING MASTER CLASS, AI MADE EASY (Zero to Hero!!)",Chaand Sheikh,4.6,11.0,169,Mixed,47.0,Udemy,False
3592,Simple image classification using KNN,Evergreen Technologies,3.9,13.0,54,Beginner,2.5,Udemy,False
3593,R Programming – Hacks and Automation,Robert Jeutong,4.5,20.0,144,Beginner,7.0,Udemy,False
3594,Data Science: From Prediction to Production,Snir Madar,3.9,24.0,3563,Intermediate,3.0,Udemy,False
3595,Text Classification with fastText and machine learning,Evergreen Technologies,3.8,27.0,949,Beginner,2.0,Udemy,False
3596,Quant analysis on Portfolio Optimization,Dr. Spyros Giannelos .,4.9,51.0,281,Beginner,3.5,Udemy,False
3597,Diploma in Using Python for Data Science,Juan Galvan,,,639,Mixed,8.0,Alison,False
3598,Data Science for Beginners (with SQL Server Machine Learning and Python),Artemakis Artemiou,0.0,0,35,Beginner,1.8275,Skillshare,True
3599,Algebra - Complex numbers in a nutshell,Dániel Csíkos,0.0,0,144,Beginner,1.2802777777777778,Skillshare,True
3600,SAP BPC Embedded Fundamentals for Planning Applications,Daniel Easton,0.0,0,24,Beginner,2.8555555555555556,Skillshare,True
3601,Applied Artificial Intelligence: Speech Recognition Systems,"CloudSwyft Global Systems, Inc.",,,,Mixed,15.0,FutureLearn,True
3602,Machine Learning Foundations for Product Managers,Duke University,,,,Beginner,,Coursera,False
3603,Data Analysis and Reporting in SAS Visual Analytics,SAS,4.8,279.0,11000,Mixed,9.0,Coursera,False
3604,Business intelligence and data warehousing,Universidad Nacional Autónoma de México,3.9,87.0,10000,Intermediate,,Coursera,False
3605,Reproducible Research,Johns Hopkins University,4.6,4071.0,94000,Mixed,,Coursera,False
3606,Mathematics for Data Science. Probability theory (Cauchy),Stepik Academy,,,14,Advanced,30.0,Stepik,False
3607,Visualizing Data with Python,IBM,,,52618,Intermediate,20.0,edX,True
3608,Python dan Pandas untuk Data Scientist,Jubilee Enterprise,0.0,0.0,1,Intermediate,3.0,Udemy,False
3609,Microsoft Power BI for beginners in Urdu/Hindi,Sybrid Academy,4.8,3.0,10,Beginner,2.0,Udemy,False
3610,Menguasai Data Scraping dengan Python untuk Pekerja Remote!,Remote Worker Indonesia,4.7,5.0,141,Intermediate,11.5,Udemy,False
3611,Data Science Descomplicado Vol. : A Base Matemática,Lucas Moda,4.5,47.0,894,Beginner,11.0,Udemy,False
3612,Practical Automated Machine Learning (Auto ML) : Projects,TheMachineLearning.Org .,3.8,10.0,1130,Mixed,3.5,Udemy,False
3613,Machine Learning for Algorithmic Trading Bots with Python,Packt Publishing,4.0,40.0,506,Intermediate,5.0,Udemy,False
3614,Master Python Programming A to Z,Aakash singh,4.7,70.0,110,Mixed,3.0,Udemy,False
3615,"Real World Data Science, Machine Learning Projects",Pianalytix .,3.9,142.0,6008,Mixed,29.5,Udemy,False
3616,Artificial Intelligence in Digital Marketing - Gold Edition,Srinidhi Ranganathan,3.6,1127.0,129426,Beginner,6.5,Udemy,False
3617,The Beginner's Guide to Artificial Intelligence in Unity,Penny de Byl,4.6,2038.0,35317,Beginner,11.0,Udemy,False
3618,Building Visualizations with MATLAB,,,,,Intermediate,0.7,Pluralsight,False
3619,Validating Data Using Asserts in R,,,,,Advanced,0.9,Pluralsight,False
3620,Create an Image Detection App from Scratch using Machine Learning,Kalob Taulien,3.4,15,361,Mixed,0.48694444444444446,Skillshare,True
3621,Electric Fields (Electricity - Class - Physics),Edouard RENY,0.0,0,71,Intermediate,1.4552777777777777,Skillshare,True
3622,Optimizing Travelling Salesman and Vehicle Routing Problems,Dana Knight,4.0,4,60,Intermediate,2.286111111111111,Skillshare,True
3623,Complete C++ programming from C++ Basics to Advanced C++. Learn C++ from Scratch.,Muhammad Hamza AbdulRehman,0.0,0,14,Mixed,2.7544444444444443,Skillshare,True
3624,Generating datasets using NumPy for Machine Learning,Brian Gomora,4.0,3,7,Beginner,0.9411111111111111,Skillshare,True
3625,"Send Email, GUI Automation and Handling files/ folders errors with Python",Ankit Mistry,0.0,0,109,Beginner,1.6541666666666666,Skillshare,True
3626,Creating an Interactive KPI Management Dashboard in Tableau,Coursera Project Network,4.5,12.0,,Beginner,,Coursera,False
3627,Machine Learning Foundations: A Case Study Approach,University of Washington,4.6,12691.0,350000,Mixed,18.0,Coursera,False
3628,MLOps (Machine Learning Operations) Fundamentals,Google Cloud,4.0,293.0,22000,Intermediate,,Coursera,False
3629,Framework for Data Collection and Analysis,"University of Maryland, College Park",4.2,614.0,24000,Intermediate,,Coursera,False
3630,Launching Machine Learning: Delivering Operational Success with Gold Standard ML Leadership,SAS,4.9,66.0,3200,Beginner,,Coursera,False
3631,Getting Started with Spatial Analysis in GeoDa,Coursera Project Network,,,,Beginner,,Coursera,False
3632,The Data Science Method,IBM,,,12449,Beginner,28.0,edX,True
3633,Observation Theory: Estimating the Unknown,DelftX,,,9936,Intermediate,24.0,edX,True
3634,Analyze Your Genome!,UCSanDiegoX,,,,Beginner,16.0,edX,True
3635,"NumPy, Pandas and Matplotlib A-Z™: for Machine Learning","Donatus Obomighie | Data Scientist, MSc, PhD, PMP",4.4,19.0,126,Mixed,11.5,Udemy,False
3636,Машинное зрение: локализация объектов на Python,Центр digital-профессий ITtensive,3.9,2.0,25,Advanced,3.0,Udemy,False
3637,Introduction à la science des données,Mohamed Jendoubi,3.2,2.0,18,Beginner,1.5,Udemy,False
3638,() Python ile Makine Öğrenmesi (Machine Learning),Mustafa Vahit Keskin,4.9,1154.0,11947,Beginner,28.5,Udemy,False
3639,Data Science for AI and Machine Learning Using R,Shiv Onkar Deepak Kumar,5.0,1.0,48,Mixed,10.5,Udemy,False
3640,Practical Deep Learning & Artificial Neural Nets with Python,Packt Publishing,4.7,4.0,54,Intermediate,6.5,Udemy,False
3641,Business Statistics with Python,Diego Fernandez,3.7,6.0,86,Mixed,5.0,Udemy,False
3642,Reinforcement Learning #: Fundamentals,Abhishek Kumar,3.8,9.0,337,Beginner,1.0,Udemy,False
3643,Computer vision: OpenCV Basics Quick Starter in Python,Abhilash Nelson,3.9,12.0,1368,Mixed,4.0,Udemy,False
3644,Beginners R Programming: Data Science and Machine Learning!,Mammoth Interactive,4.1,14.0,113,Mixed,5.5,Udemy,False
3645,Master Numpy Foundation and Practice Challenging Exercises,Baskar S,4.6,15.0,7554,Mixed,8.5,Udemy,False
3646,Machine Learning- From Basics to Advanced,EdYoda Digital University,4.0,1514.0,242361,Beginner,7.0,Udemy,False
3647,Introduction to Data Warehousing and Business Intelligence,Robert Cain,4.5,131.0,,Beginner,1.9,Pluralsight,False
3648,Data Science - Visualizing Data and Exploring Models,Channel 9,,,6771,Mixed,2.2,Alison,False
3649,Python: Zero to Hero,Aditya Shankarnarayan,3.0,3,43,Beginner,1.395,Skillshare,True
3650,MCSA - Developing Databases-Transaction,Gulab Chand Tejwani,4.0,3,8,Mixed,0.6583333333333333,Skillshare,True
3651,Microsoft Future Ready: Introduction to Azure Cloud for Data Scientists,"CloudSwyft Global Systems, Inc.",,,,Mixed,12.0,FutureLearn,True
3652,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,DeepLearning.AI,4.7,40.0,2400,Advanced,,Coursera,False
3653,ANOVA and Experimental Design,University of Colorado Boulder,,,,Intermediate,,Coursera,False
3654,Derivatives Markets: Advanced Modeling and Strategies,MITx,,,16860,Advanced,48.0,edX,True
3655,Building Modern Python Applications on AWS,AWS,,,,Beginner,24.0,edX,True
3656,L'analyse de données UX,HECMontrealX,,,,Intermediate,24.0,edX,True
3657,Big Data Capstone Project,AdelaideX,,,8683,Advanced,24.0,edX,True
3658,Complete Machine Learning in course,N.S. Mpofu,0.0,0.0,7,Mixed,21.5,Udemy,False
3659,Python金融分析与量化交易实战,唐宇迪 唐,3.9,32.0,297,Intermediate,26.0,Udemy,False
3660,邏輯思考應用：.程式應用與實務,致理 磨課師,4.5,3.0,19,Beginner,6.0,Udemy,False
3661,Machine Learning Mastering Course in Arabic,Ahmed Elesawy,4.6,70.0,8586,Mixed,17.5,Udemy,False
3662,Mineração de Emoção em Textos com Python e NLTK,Jones Granatyr,4.8,904.0,5765,Beginner,5.5,Udemy,False
3663,Data Science with Python (-Course Bundle),Packt Publishing,0.0,0.0,27,Beginner,17.5,Udemy,False
3664,Convolutional Neural Networks for Medicine,Marshall Trumbull,5.0,1.0,1,Intermediate,0.5,Udemy,False
3665,Machine Learning Fundamentals,Future AI  - Academy of Computing & Artificial Intelligence,2.2,2.0,1494,Beginner,1.0,Udemy,False
3666,Complete Guide for Supervised Machine Learning,Divyang Goswami,3.7,2.0,15,Beginner,4.0,Udemy,False
3667,A non-technical introduction to AI and its buzz words,Ramsri Golla,4.0,3.0,9,Intermediate,0.6,Udemy,False
3668,LEARNING PATH: TensorFlow: Computer Vision with TensorFlow,Packt Publishing,3.9,34.0,374,Advanced,4.0,Udemy,False
3669,Basics of R Software for Data Science,Rasineni Madana Mohana,4.6,82.0,1266,Mixed,4.5,Udemy,False
3670,The Complete Machine Learning : Real World Projects,MG Analytics,4.6,201.0,2046,Mixed,37.5,Udemy,False
3671,Microsoft Access Masterclass,Ermin Dedic,,,84,Mixed,5.5,Alison,False
3672,Science Illustration in Powerpoint for Busy People,Science Illustration,3.3,23,450,Mixed,0.5694444444444444,Skillshare,True
3673,Data Analytics for Lean Six Sigma,University of Amsterdam,4.8,2449.0,47000,Beginner,11.0,Coursera,False
3674,Sentimental Analysis on COVID- Tweets using python,Coursera Project Network,4.6,35.0,,Intermediate,,Coursera,False
3675,Introduction to Spatial SQL with PostGIS,Coursera Project Network,4.2,9.0,,Intermediate,,Coursera,False
3676,Introduction to Statistical Analysis: Hypothesis Testing,SAS,4.6,53.0,4400,Intermediate,,Coursera,False
3677,Finding bibliography metrics using the Crossref API,Coursera Project Network,,,,Intermediate,,Coursera,False
3678,Communicate Effectively about Ethical Challenges in Data-Driven Technologies,CertNexus,4.3,39.0,2800,Beginner,,Coursera,False
3679,Analyzing data in R,Bioinformatics Institute,4.9,397.0,40584,Beginner,15.5,Stepik,True
3680,Data for Better Lives: A New Social Contract,WBGx,,,,Beginner,24.0,edX,True
3681,Probability: Basic Concepts & Discrete Random Variables,PurdueX,,,,Beginner,24.0,edX,True
3682,Data Science:Hands-on Diabetes Prediction with Pyspark MLlib,School of Disruptive Innovation,4.2,136.0,11795,Mixed,1.0,Udemy,False
3683,Text Mining with Machine Learning and Python,Packt Publishing,4.0,71.0,372,Intermediate,2.5,Udemy,False
3684,Machine Learning with Python and Statistics,Saurabh Mirgane,4.5,3.0,45,Beginner,27.0,Udemy,False
3685,AIエンジニアが教えるRとtidymodelsによる機械学習と予測モデリング,shun .,0.0,0.0,0,Mixed,10.0,Udemy,False
3686,Альтернатива Excel: работа с данными в KNIME,Alexey Mokhnatkin,4.4,9.0,25,Mixed,3.0,Udemy,False
3687,みんなの強化学習講座 -PythonとGoogle Colaboratoryで基礎から少しずつ学ぶ強化学習の原理と実装-,我妻 幸長 Yukinaga Azuma,4.1,130.0,1154,Beginner,4.5,Udemy,False
3688,Data Science & Maschinelles Lernen in Python - am Beispiel,Sundog Education by Frank Kane,4.3,815.0,7211,Mixed,9.0,Udemy,False
3689,Data Mining w/ Python and NumPy - Build a Video Recommender,Mammoth Interactive,5.0,1.0,16,Mixed,6.0,Udemy,False
3690,Machine Learning with Apache Spark . using Scala,Bigdata Engineer,3.4,7.0,73,Beginner,7.5,Udemy,False
3691,Professional Certificate in Data Mining & Machine Learning,Academy of Computing & Artificial Intelligence,4.2,27.0,261,Mixed,30.5,Udemy,False
3692,The Complete Healthcare Artificial Intelligence Course,Hoang Quy La,3.9,28.0,265,Mixed,18.5,Udemy,False
3693,Regression Machine Learning with R,Diego Fernandez,3.6,38.0,366,Mixed,5.5,Udemy,False
3694,Machine Learning & Data Science Masterclass in Python and R,Denis Panjuta,3.9,60.0,704,Beginner,17.0,Udemy,False
3695,Financial Analytics with Python,Exam Turf,4.0,68.0,14135,Mixed,1.5,Udemy,False
3696,AWS Databases: The Big Picture,Craig Golightly,4.5,22.0,,Beginner,1.8,Pluralsight,False
3697,R Programming for Data Science - Part,Fahad Reda,0.0,0,3,Beginner,1.6025,Skillshare,True
3698,Learn Data Science and Analysis with AWS Quicksight,Harshit Srivastava,0.0,0,0,Mixed,1.1305555555555555,Skillshare,True
3699,Microsoft SQL Server Development for Everyone!,Trevoir Williams,3.0,5,151,Beginner,6.122222222222222,Skillshare,True
3700,Practical Linux Command Line - The Basics You Really Need,Edouard Renard,4.0,3,24,Beginner,2.868611111111111,Skillshare,True
3701,DATABASE SQL JOINS : Quick Learn SQL JOINS with SQL SERVER to Write Complex Queries,Mazhar Hussain,0.0,0,7,Mixed,0.47944444444444445,Skillshare,True
3702,Introduction to Data Analytics with Python,FutureLearn,4.7,11,704,Mixed,12.0,FutureLearn,True
3703,Survey Data Collection and Analytics,"University of Maryland, College Park",4.3,1153.0,61000,Beginner,96.0,Coursera,False
3704,Applied Machine Learning in Python,University of Michigan,4.6,7650.0,240000,Intermediate,,Coursera,False
3705,Basic Recommender Systems,EIT Digital,4.1,20.0,,Intermediate,12.0,Coursera,False
3706,Applied Statistics with Python,SNHUx,,,,Intermediate,64.0,edX,True
3707,Introduction to AWS Identity and Access Management,AWS,,,,Beginner,16.0,edX,True
3708,Herkes için Power BI,Murat Özdemir,4.3,11.0,53,Beginner,5.0,Udemy,False
3709,Python para Data Science do Zero Absoluto ao Domínio em,Isaías Lira,4.7,45.0,258,Mixed,5.5,Udemy,False
3710,LEARNING PATH: TensorFlow: RealWorld Solutions to TensorFlow,Packt Publishing,0.0,0.0,25,Intermediate,3.5,Udemy,False
3711,Beginner Data Science and Machine Learning Bootcamp,Mammoth Interactive,0.0,0.0,24,Mixed,6.0,Udemy,False
3712,NLP-Natural Language Processing in Python(Theory & Projects),AI Sciences,4.5,16.0,257,Mixed,23.5,Udemy,False
3713,Machine Learning Prerequisites for,Pythonist org,4.4,25.0,3112,Mixed,1.5,Udemy,False
3714,Deep Learning Foundation Certification Training,Uplatz Training,3.7,34.0,24065,Mixed,9.0,Udemy,False
3715,Data Science Interview Preparation - Career Guide,Up Degree,4.4,51.0,718,Mixed,4.0,Udemy,False
3716,Data Science Real-World Use Cases - Hands On Python,Shan Singh,4.6,273.0,50441,Mixed,11.0,Udemy,False
3717,Learn BERT - most powerful NLP algorithm by Google,Martin Jocqueviel,4.4,797.0,4667,Mixed,5.5,Udemy,False
3718,Foundation to CNC programming - Machining a full part,G-Code Tutor,3.0,5,480,Beginner,0.5216666666666666,Skillshare,True
3719,Creating your First Database in Azure SQL Database,Artemakis Artemiou,3.4,10,141,Beginner,0.6480555555555556,Skillshare,True
3720,Hello Python,Rob Merrill,3.0,5,105,Beginner,2.4558333333333335,Skillshare,True
3721,Downloading Files with Scrapy & Python,Upendra Singhai,0.0,0,71,Intermediate,0.5352777777777777,Skillshare,True
3722,How to Import and Export Data in SQL Server,Artemakis Artemiou,4.0,3,60,Mixed,0.8091666666666667,Skillshare,True
3723,Who Can You Trust and Why,Penny Brant,3.0,3,40,Beginner,0.3194444444444444,Skillshare,True
3724,Tableau Practical and Concise Part &,Junaid Athar,0.0,0,37,Intermediate,0.59,Skillshare,True
3725,Supercomputing,"Partnership for Advanced Computing in Europe (PRACE), The University of Edinburgh & SURFsara",4.7,19,13337,Mixed,15.0,FutureLearn,True
3726,Computational Neuroscience,University of Washington,4.6,892.0,91000,Beginner,26.0,Coursera,False
3727,Julia Scientific Programming,University of Cape Town,4.5,389.0,31000,Beginner,18.0,Coursera,False
3728,Machine Learning: Classification,University of Washington,4.7,3605.0,110000,Mixed,21.0,Coursera,False
3729,Automatic Machine Learning with AutoML and Python,Coursera Project Network,4.8,132.0,6200,Intermediate,,Coursera,False
3730,Image Data Augmentation with Keras,Coursera Project Network,4.6,440.0,9100,Intermediate,,Coursera,False
3731,Mathematics for Data Science. Probability theory (Perelman),Stepik Academy,5.0,1.0,53,Advanced,30.0,Stepik,False
3732,Introduction to Applied Biostatistics: Statistics for Medical Research,OsakaUx,,,,Intermediate,24.0,edX,True
3733,Keras: Deep Learning in Python,Francisco Juretig,3.9,154.0,1056,Mixed,10.0,Udemy,False
3734,Masterclass Python | Algorithmes et traitement de données,Jonathan Roux | Python - C# - iOS - Android,4.8,122.0,1442,Mixed,21.0,Udemy,False
3735,Data Analyse avec Excel : devenir un expert,Sébastien Daviot,4.9,6.0,51,Mixed,14.0,Udemy,False
3736,NumPyro で学ぶ ベイズ統計モデリング 【基礎編】,太田 英司,4.5,5.0,42,Beginner,6.5,Udemy,False
3737,Python机器学习实验集锦（算法核心知识点实验分析）,唐宇迪 唐,4.5,7.0,113,Intermediate,13.5,Udemy,False
3738,Complete Decision Tree To Random Forest In Python By Spotle,Spotle Learn,0.0,0.0,3,Advanced,2.0,Udemy,False
3739,Data Analysis And Data Visualization With Python,Spotle Learn,0.0,0.0,1,Mixed,5.5,Udemy,False
3740,Artificial Intelligence: Genetic Machine Learning Algorithms,Vinay Phadnis,3.3,29.0,282,Mixed,8.0,Udemy,False
3741,Python: A-Z Artificial Intelligence with Python: -in-,Packt Publishing,4.0,84.0,577,Beginner,8.5,Udemy,False
3742,Introduction to Artificial Intelligence: AI for beginners,Nikoloz Sanakoevi,3.7,147.0,6347,Beginner,1.5,Udemy,False
3743,Artificial Intelligence for beginners: Neural Networks,Hayley - Creative Mind Ch,3.1,180.0,11543,Mixed,1.0,Udemy,False
3744,Support Vector Machines in Python: SVM Concepts & Code,Start-Tech Academy,4.1,359.0,67208,Mixed,6.0,Udemy,False
3745,Docker Course for Beginners,EdYoda Digital University,4.1,1223.0,127506,Beginner,1.5,Udemy,False
3746,Introduction to Alteryx,SimonSezIT,,,393,Mixed,3.5,Alison,False
3747,Beginner's Guide to Biomedical Engineering Technology,Alana Houston,0.0,0,81,Beginner,0.25194444444444447,Skillshare,True
3748,Artificial Intelligence-OCR and text-translation with python,Sandeep Prasad,0.0,0,37,Mixed,0.7386111111111111,Skillshare,True
3749,Machine Learning on AWS SageMaker for Beginners,AMG Inc ,0.0,0,16,Beginner,3.4669444444444446,Skillshare,True
3750,Deliver big data solution on Azure using Azure analytics services,V S Varma Rudra Raju,3.0,1,60,Beginner,2.108888888888889,Skillshare,True
3751,Interactive and Introductory session of maxima and minima,Surj moan Bhatnagar,0.0,0,3,Beginner,0.4938888888888889,Skillshare,True
3752,Data Analytics and Python Fundamentals,FutureLearn,,,,Mixed,16.0,FutureLearn,True
3753,IBM Machine Learning,IBM,4.6,631.0,29000,Intermediate,72.0,Coursera,False
3754,Build a Working Chatbot in Python,Coursera Project Network,1.9,10.0,,Intermediate,,Coursera,False
3755,"Machine Learning para series temporales con ARIMA, SARIMA...",Coursera Project Network,,,,Intermediate,,Coursera,False
3756,Probability and Statistics in Data Science using Python,UCSanDiegoX,,,121030,Advanced,40.0,edX,True
3757,An Introduction to Credit Risk Management,DelftX,,,,Intermediate,28.0,edX,True
3758,Regression Analysis / Data Analytics in Regression,Quantitative  Specialists,4.5,820.0,4469,Mixed,2.0,Udemy,False
3759,Applied Machine Learning| Real-World Projects using Python,Shan Singh,4.5,8.0,6518,Mixed,15.0,Udemy,False
3760,NLU - Natural Language Understanding mit PyTorch und Fastai,Bernhard Mayr,5.0,3.0,42,Intermediate,3.0,Udemy,False
3761,INTRODUCTION BIG DATA & DATA SCIENCE | version,Dr. Firas | Machine Learning et Big Data,4.5,15.0,1880,Beginner,7.5,Udemy,False
3762,Reti Neurali Demistificate,Valentina Alto,4.3,26.0,79,Intermediate,1.0,Udemy,False
3763,Processamento de Linguagem Natural com spaCy e Python,Jones Granatyr,4.9,177.0,1509,Beginner,3.0,Udemy,False
3764,Build your deep learning portfolio: Meditations with LSTM,Dovydas Ceilutka,3.5,8.0,105,Intermediate,3.0,Udemy,False
3765,Advanced Statistics and Data Mining for Data Science,Packt Publishing,4.5,45.0,288,Intermediate,3.0,Udemy,False
3766,Tidy Data: Updated Data Processing With tidyr and dplyr in R,Minerva Singh,4.8,142.0,940,Mixed,4.5,Udemy,False
3767,The Complete Python Course for Machine Learning Engineers,Mike West,4.3,487.0,2920,Beginner,4.0,Udemy,False
3768,Demystifying Machine Learning Operations (MLOps),Mohammed Osman,4.5,32.0,,Intermediate,2.2,Pluralsight,False
3769,"What Is Data Science, and How Do I Get Started?",,,,,Intermediate,0.8,Pluralsight,False
3770,Visual Python - Functions with Turtles,Matthew Funcke,0.0,0,36,Beginner,0.6177777777777778,Skillshare,True
3771,Beginners's Guide To Data Visualisation-A-Z,MrBriit TV,0.0,0,10,Mixed,2.641111111111111,Skillshare,True
3772,Understanding Statistics In SQL Server,Shaun Stuart,0.0,0,52,Mixed,1.8002777777777779,Skillshare,True
3773,Evidence and Data Collection for Problem Solving,University of Leeds & Institute of Coding,4.7,184,21174,Mixed,6.0,FutureLearn,True
3774,Data Visualization,University of Illinois at Urbana-Champaign,4.5,1267.0,110000,Mixed,15.0,Coursera,False
3775,Scalable Machine Learning on Big Data using Apache Spark,IBM,3.8,1218.0,19000,Intermediate,7.0,Coursera,False
3776,Introduction to SQL Window Functions,Coursera Project Network,,,,Intermediate,,Coursera,False
3777,Understanding Deepfakes with Keras,Coursera Project Network,4.4,149.0,6700,Advanced,,Coursera,False
3778,Introduction to Systems and Network Mapping with Kumu,Coursera Project Network,4.7,46.0,1600,Beginner,,Coursera,False
3779,Moneyball and Beyond,University of Michigan,4.7,14.0,,Mixed,29.0,Coursera,False
3780,Computational Thinking and Big Data,AdelaideX,,,21385,Beginner,40.0,edX,True
3781,Statistics: Unlocking the World of Data,EdinburghX,,,23800,Beginner,32.0,edX,True
3782,Demystifying Biomedical Big Data: A User’s Guide,GeorgetownX,,,,Intermediate,32.0,edX,True
3783,The Power of Data,Rolls-Royce,,,,Beginner,8.0,edX,True
3784,Deep Learning: GANs and Variational Autoencoders,Lazy Programmer Team,4.4,2286.0,22312,Intermediate,7.5,Udemy,False
3785,"Python für Data Science, Machine Learning, Deep Learning!",Fabio Basler,4.6,58.0,681,Mixed,82.0,Udemy,False
3786,画像処理の基礎：フィルタリング，パターン認識から撮像過程モデルまで,Toru Tamaki,4.4,280.0,2265,Intermediate,27.0,Udemy,False
3787,Discrete Optimization Data Science Heuristic & Metaheuristic,Up Degree,3.4,8.0,82,Intermediate,3.5,Udemy,False
3788,Intro to Data Science Using Python: Your Best Starting Point,‫Ali Desoki,4.0,26.0,287,Beginner,2.0,Udemy,False
3789,NLP Techniques for creating AI Chatbots,Popescu Daniel,4.2,30.0,193,Mixed,2.0,Udemy,False
3790,Multiple Regression Analysis with R,Diego Fernandez,4.7,36.0,240,Mixed,4.0,Udemy,False
3791,"Python Data Science basics with Numpy, Pandas and Matplotlib",Abhilash Nelson,3.7,75.0,1794,Mixed,6.5,Udemy,False
3792,Data Visualization in Python for Machine Learning Engineers,Mike West,4.5,178.0,10241,Intermediate,1.0,Udemy,False
3793,Complete Machine Learning Course - Learn From Scratch,ABD Muhammad,3.6,299.0,31289,Mixed,3.0,Udemy,False
3794,[] Machine Learning and Deep Learning Bootcamp in Python,Holczer Balazs,4.5,755.0,7795,Mixed,18.5,Udemy,False
3795,Learn Robot Operating System: Basics,Suryaprakash Shanmugam,1.7,4,769,Beginner,1.0030555555555556,Skillshare,True
3796,MongoDb Basics,Vinod Kumar,3.3,7,219,Intermediate,1.008888888888889,Skillshare,True
3797,Business Intelligence and Data Visualization with QlikSense,Lorenz DS,2.8,9,269,Beginner,1.96,Skillshare,True
3798,Microsoft Excel: from Beginner to Intermediate/Advanced level (French Version),Joanna Nseir,3.9,124,222,Mixed,4.877222222222223,Skillshare,True
3799,Data Science Fundamentals with Python and SQL,IBM,4.6,40947.0,520000,Beginner,72.0,Coursera,False
3800,Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,4.5,185.0,7500,Intermediate,,Coursera,False
3801,Build your first AI Stock Predictor using Amazon Forecast,Coursera Project Network,4.3,13.0,,Beginner,,Coursera,False
3802,Fine Tune BERT for Text Classification with TensorFlow,Coursera Project Network,4.5,92.0,5300,Intermediate,,Coursera,False
3803,Machine Learning for Data Science and Analytics,ColumbiaX,,,152599,Beginner,20.0,edX,True
3804,Fundamentos en programación de computadores,URosarioX,,,,Beginner,16.0,edX,True
3805,Python for Data Engineering Project,IBM,,,,Intermediate,4.0,edX,True
3806,Analyze NBA data in Python,Matt Blank,0.0,0.0,6,Beginner,3.5,Udemy,False
3807,Data Structures and Algorithms: From Zero to Hero,Donald Ohara,5.0,8.0,11,Mixed,7.5,Udemy,False
3808,Advanced Data Science: Master Deep Web Experiment Analysis!,Larry Wai,3.3,41.0,705,Advanced,5.0,Udemy,False
3809,Introduction to SQL Server Machine Learning Services (MLS),Artemakis Artemiou,3.2,41.0,164,Beginner,2.0,Udemy,False
3810,Python Regression Analysis: Statistics & Machine Learning,Minerva Singh,4.5,171.0,1701,Mixed,6.5,Udemy,False
3811,RASA :Build and Deploy Chatbot On The Cloud (% FREE),Yassine AI,3.7,249.0,33016,Beginner,2.0,Udemy,False
3812,RA: Data Science and Supply Chain analytics. A-Z with Python,Haytham Omar,4.6,285.0,2635,Mixed,37.0,Udemy,False
3813,Statistics in R - The R Language for Statistical Analysis,R-Tutorials Training,4.3,285.0,3152,Intermediate,4.0,Udemy,False
3814,Build Your First Dashboard with Tableau,Ranjan Relan,4.5,55.0,,Beginner,0.8,Pluralsight,False
3815,Secure Couchbase Clusters,,,,,Intermediate,2.7,Pluralsight,False
3816,Master Excel Lookup Functions for Data Analysis,Chandoo ,3.7,16,169,Mixed,1.1222222222222222,Skillshare,True
3817,C# Programming: Basic Code for Beginner Programmers,Matthew Dewey,3.3,7,39,Mixed,1.2327777777777778,Skillshare,True
3818,Programming for Everybody (Getting Started with Python),University of Michigan,4.8,259,62850,Mixed,24.0,FutureLearn,True
3819,Ciencia de Datos de IBM,IBM,4.6,155.0,5700,Beginner,200.0,Coursera,False
3820,The Unix Workbench,Johns Hopkins University,4.7,1247.0,47000,Beginner,19.0,Coursera,False
3821,Algorithms for DNA Sequencing,Johns Hopkins University,4.7,742.0,30000,Mixed,,Coursera,False
3822,Building Recommendation System Using MXNET on AWS Sagemaker,Coursera Project Network,2.7,6.0,,Advanced,,Coursera,False
